RLC_SH,CN00VP1VCMK00777071F,QC3,2018-10-08
RLC_SH,CN02V6141296359TA018,QC3,2018-10-08
RLC_SH,CN04XXXHCMK007AO00EF,QC3,2018-10-08
RLC_SH,CN062KP11296364801C6,QC3,2018-10-08
RLC_SH,CN07JF3PCMK007650348,QC3,2018-10-08
RLC_SH,CN0C9JPKCMK0078A0923,QC3,2018-10-08
RLC_SH,CN0C9JPKCMK007B60359,QC3,2018-10-08
RLC_SH,CN0C9JPKCMK0087J05B3,QC3,2018-10-08
RLC_SH,CN0D47C11296363J0046,QC3,2018-10-08
RLC_SH,CN0D54K4CMK0081D00E9,QC3,2018-10-08
RLC_SH,CN0F48NDCMK007AE01DD,QC3,2018-10-08
RLC_SH,CN0FCY9K129636AM014A,QC3,2018-10-08
RLC_SH,CN0G5TN012963682031D,QC3,2018-10-08
RLC_SH,CN0GRVPWCMK0084O052F,QC3,2018-10-08
RLC_SH,CN0H0K2PCMK0086FA13C,QC3,2018-10-08
RLC_SH,CN0H7Y7KCMK0073V0A1B,QC3,2018-10-08
RLC_SH,CN0HHKWY1296369K0010,QC3,2018-10-08
RLC_SH,CN0HPRCX129635B10B5B,QC3,2018-10-08
RLC_SH,CN0JJ64Y129636530153,QC3,2018-10-08
RLC_SH,CN0KMHTN129636B905BF,QC3,2018-10-08
RLC_SH,CN0KMHTN1296372R0A43,QC3,2018-10-08
RLC_SH,CN0M60PHCMK007570105,QC3,2018-10-08
RLC_SH,CN0M7DMCCMK0084FA6CE,QC3,2018-10-08
RLC_SH,CN0MWGPYCMK007BN036B,QC3,2018-10-08
RLC_SH,CN0MWGPYCMK0083J0465,QC3,2018-10-08
RLC_SH,CN0N5NX1129635AC085B,QC3,2018-10-08
RLC_SH,CN0N5NX11296363JA4BA,QC3,2018-10-08
RLC_SH,CN0PCVDXCMK0075301B4,QC3,2018-10-08
RLC_SH,CN0R1VJD12963558088D,QC3,2018-10-08
RLC_SH,CN0T0V7J1296371L0AA2,QC3,2018-10-08
RLC_SH,CN0VD2G7CMK0076F00EB,QC3,2018-10-08
RLC_SH,CN0VN7NP1296363H032D,QC3,2018-10-08
RLC_SH,CN0W5VXR1296364C09A2,QC3,2018-10-08
RLC_SH,CN0W5VXR1296367S02D6,QC3,2018-10-08
RLC_SH,CN0W5VXR1296368R00B7,QC3,2018-10-08
RLC_SH,CN0W5VXR1296368R014B,QC3,2018-10-08
RLC_SH,CN0W5VXR129636AG0654,QC3,2018-10-08
RLC_SH,CN0W5VXR1296371M0283,QC3,2018-10-08
RLC_SH,CN0YF9VMCMK007CE0124,QC3,2018-10-08
RLC_SH,CN0YF9VMCMK0084I0163,QC3,2018-10-08
RLC_SH,CN0YJCKF129636AP0186,QC3,2018-10-08
RLC_SH,CN0YJCKFCMK0074G02BC,QC3,2018-10-08
RLC_SH,CN0YNX9N12963619026D,QC3,2018-10-08
RLC_SH,CN00VP1VCMK00777071F,QC2,2018-10-08
RLC_SH,CN04XXXHCMK007CK002C,QC2,2018-10-08
RLC_SH,CN062KP11296364801C6,QC2,2018-10-08
RLC_SH,CN07JF3PCMK007650348,QC2,2018-10-08
RLC_SH,CN08FCRXCMK0074HA005,QC2,2018-10-08
RLC_SH,CN0C9JPKCMK0078A0923,QC2,2018-10-08
RLC_SH,CN0C9JPKCMK007B60359,QC2,2018-10-08
RLC_SH,CN0C9JPKCMK0087J05B3,QC2,2018-10-08
RLC_SH,CN0CF5CJCMK0082501E0,QC2,2018-10-08
RLC_SH,CN0CJ6HPCMK0078V01DF,QC2,2018-10-08
RLC_SH,CN0D54K4CMK0081D00E9,QC2,2018-10-08
RLC_SH,CN0F48NDCMK007AE01DD,QC2,2018-10-08
RLC_SH,CN0F48NDCMK0084502B5,QC2,2018-10-08
RLC_SH,CN0F68DXCMK007CR0D26,QC2,2018-10-08
